Timestamp,Ambient,LED Group 625:625,LED Group 940:940,LED Group 525:525,Skin Temperature,Acceleration X,Acceleration Y,Acceleration Z
07.03.2018 15:11:27.557,-3283788,,,,,,,
07.03.2018 15:11:27.564,,-3196186,,,,,,
07.03.2018 15:11:27.572,,,-3145027,,,,,
07.03.2018 15:11:27.579,,,,-3084584,,,,
07.03.2018 15:11:27.587,-3280081,,,,,,,
07.03.2018 15:11:27.594,,-3193616,,,,,,
07.03.2018 15:11:27.602,,,-3143697,,,,,
07.03.2018 15:11:27.609,,,,-3083772,,,,
07.03.2018 15:11:27.617,-3279944,,,,,,,
07.03.2018 15:11:27.624,,-3193723,,,,,,
07.03.2018 15:11:27.632,,,-3143787,,,,,
07.03.2018 15:11:27.639,,,,-3083276,,,,
07.03.2018 15:11:27.647,-3279206,,,,,,,
07.03.2018 15:11:27.654,,-3193495,,,,,,
07.03.2018 15:11:27.662,,,-3142807,,,,,
07.03.2018 15:11:27.669,,,,-3080925,,,,
07.03.2018 15:11:27.677,-3277484,,,,,,,
07.03.2018 15:11:27.684,,-3190911,,,,,,
07.03.2018 15:11:27.692,,,-3139806,,,,,
07.03.2018 15:11:27.699,,,,-3078628,,,,
07.03.2018 15:11:27.707,-3273952,,,,,,,
07.03.2018 15:11:27.714,,-3187840,,,,,,
07.03.2018 15:11:27.722,,,-3135992,,,,,
07.03.2018 15:11:27.729,,,,-3075274,,,,
07.03.2018 15:11:27.737,-3270184,,,,,,,
07.03.2018 15:11:27.744,,-3184198,,,,,,
07.03.2018 15:11:27.752,,,-3134075,,,,,
07.03.2018 15:11:27.759,,,,-3072361,,,,
07.03.2018 15:11:26.917,,,,,,-0.328125,0.22265625,-0.87890625
07.03.2018 15:11:26.937,,,,,,-0.3125,0.21875,-0.9453125
07.03.2018 15:11:26.957,,,,,,-0.296875,0.1796875,-0.9296875
07.03.2018 15:11:26.977,,,,,,-0.2734375,0.15234375,-0.921875
07.03.2018 15:11:26.997,,,,,,-0.26953125,0.109375,-0.94140625
07.03.2018 15:11:27.017,,,,,,-0.2421875,0.2109375,-0.921875
07.03.2018 15:11:27.037,,,,,,-0.23046875,0.21484375,-0.96484375
07.03.2018 15:11:27.057,,,,,,-0.1953125,0.23046875,-1.03515625
07.03.2018 15:11:27.077,,,,,,-0.16015625,0.25390625,-0.94921875
07.03.2018 15:11:27.097,,,,,,-0.14453125,0.27734375,-0.94921875
07.03.2018 15:11:27.117,,,,,,-0.18359375,0.28515625,-0.88671875
07.03.2018 15:11:27.137,,,,,,-0.21875,0.2421875,-0.91796875
07.03.2018 15:11:27.767,-3256566,,,,,,,
07.03.2018 15:11:27.774,,-3189328,,,,,,
07.03.2018 15:11:27.782,,,-3161323,,,,,
07.03.2018 15:11:27.789,,,,-3084907,,,,
07.03.2018 15:11:27.797,-3261554,,,,,,,
07.03.2018 15:11:27.804,,-3194605,,,,,,
07.03.2018 15:11:27.812,,,-3166478,,,,,
07.03.2018 15:11:27.819,,,,-3089030,,,,
07.03.2018 15:11:27.827,-3264244,,,,,,,
07.03.2018 15:11:27.834,,-3195134,,,,,,
07.03.2018 15:11:27.842,,,-3166954,,,,,
07.03.2018 15:11:27.849,,,,-3088617,,,,
07.03.2018 15:11:27.857,-3263464,,,,,,,
07.03.2018 15:11:27.864,,-3195271,,,,,,
07.03.2018 15:11:27.872,,,-3166835,,,,,
07.03.2018 15:11:27.879,,,,-3088877,,,,
07.03.2018 15:11:27.887,-3263019,,,,,,,
07.03.2018 15:11:27.894,,-3193831,,,,,,
07.03.2018 15:11:27.902,,,-3165263,,,,,
07.03.2018 15:11:27.909,,,,-3087517,,,,
07.03.2018 15:11:27.917,-3261846,,,,,,,
07.03.2018 15:11:27.924,,-3192203,,,,,,
07.03.2018 15:11:27.932,,,-3164501,,,,,
07.03.2018 15:11:27.940,,,,-3086914,,,,
07.03.2018 15:11:27.947,-3260785,,,,,,,
07.03.2018 15:11:27.955,,-3191574,,,,,,
07.03.2018 15:11:27.962,,,-3164070,,,,,
07.03.2018 15:11:27.970,,,,-3086016,,,,
